Unmatched Hosts Log
Generated  : 2026-02-24 21:43:01
Excel file : /home/dz8tcy/project/hpcautomation/src/inventory/management/commands/HPC_Not Retired_2-17-26.xlsx
Dry run    : False
==========================================================================================
   Row  Asset Tag (B)         Hostname BF                Hostname K                 Hostname AS
  8582  GVQS4K3               GVQS4K3 - PowerEdge Enclosure - C6400  GVQS4K3 - PowerEdge Enclosure - C6400  -
  8587  MT1820X09361          MT1820X09361 - SwitchX-2 Series  MT1820X09361 - SwitchX-2 Series  -
  8588  MT2116N00028          MT2116N00028 - InfiniBand - SB7800  MT2116N00028 - InfiniBand - SB7800  -
  8589  S400560X9C20950       S400560X9C20950 - SuperBlade  S400560X9C20950 - SuperBlade  -
  8610  S400560X9C21350       S400560X9C21350 - SuperBlade  S400560X9C21350 - SuperBlade  -
  8631  S400560X9C21349       S400560X9C21349 - SuperBlade  S400560X9C21349 - SuperBlade  -
  8652  S400560X9C21357       S400560X9C21357 - SuperBlade  S400560X9C21357 - SuperBlade  -
  8673  S400560X9C20953       S400560X9C20953 - SuperBlade  S400560X9C20953 - SuperBlade  -
  8694  S381753X9C23569       S381753X9C23569 - SuperServer 1029U - Rack Server  S381753X9C23569 - SuperServer 1029U - Rack Server  -
  8695  MT1947X18956          MT1947X18956 - InfiniBand - SB7800  MT1947X18956 - InfiniBand - SB7800  -
  8696  S400560X9C21352       S400560X9C21352 - SuperBlade  S400560X9C21352 - SuperBlade  -
  8697  S400577X9C20613       dcwipphpc1721              dcwipphpc1721              dcwipphpc1721.edc.nam.gm.com
  8698  S400577X9C20682       dcwipphpc1722              dcwipphpc1722              dcwipphpc1722.edc.nam.gm.com
  8699  S400577X9C20673       dcwipphpc1723              dcwipphpc1723              dcwipphpc1723.edc.nam.gm.com
  8700  S400577X9C20706       dcwipphpc1724              dcwipphpc1724              dcwipphpc1724.edc.nam.gm.com
  8701  S400577X9C21029       dcwipphpc1725              dcwipphpc1725              dcwipphpc1725.edc.nam.gm.com
  8702  S400577X9C20708       dcwipphpc1726              dcwipphpc1726              dcwipphpc1726.edc.nam.gm.com
  8703  S400577X9C21030       dcwipphpc1727              dcwipphpc1727              dcwipphpc1727.edc.nam.gm.com
  8704  S400577X9C21022       dcwipphpc1728              dcwipphpc1728              dcwipphpc1728.edc.nam.gm.com
  8705  S400577X9C22657       dcwipphpc1729              dcwipphpc1729              dcwipphpc1729.edc.nam.gm.com
  8706  S400577X9C20683       dcwipphpc1730              dcwipphpc1730              dcwipphpc1730.edc.nam.gm.com
  8707  S400577X9C20678       dcwipphpc1731              dcwipphpc1731              dcwipphpc1731.edc.nam.gm.com
  8708  S400577X9C20672       dcwipphpc1732              dcwipphpc1732              dcwipphpc1732.edc.nam.gm.com
  8709  S400577X9C20630       dcwipphpc1733              dcwipphpc1733              dcwipphpc1733.edc.nam.gm.com
  8710  S400577X9C20688       dcwipphpc1734              dcwipphpc1734              dcwipphpc1734.edc.nam.gm.com
  8711  S400577X9C20684       dcwipphpc1735              dcwipphpc1735              dcwipphpc1735.edc.nam.gm.com
  8712  S400577X9C20679       dcwipphpc1736              dcwipphpc1736              dcwipphpc1736.edc.nam.gm.com
  8713  S400577X9C20691       dcwipphpc1737              dcwipphpc1737              dcwipphpc1737.edc.nam.gm.com
  8714  S400577X9C20957       dcwipphpc1738              dcwipphpc1738              dcwipphpc1738.edc.nam.gm.com
  8715  S400577X9C20689       dcwipphpc1739              dcwipphpc1739              dcwipphpc1739.edc.nam.gm.com
  8716  S400577X9C20685       dcwipphpc1740              dcwipphpc1740              dcwipphpc1740.edc.nam.gm.com
  8717  S400560X9C20949       S400560X9C20949 - SuperBlade  S400560X9C20949 - SuperBlade  -
  8738  S400560X9C21959       S400560X9C21959 - SuperBlade  S400560X9C21959 - SuperBlade  -
  8759  S400560X9C20947       S400560X9C20947 - SuperBlade  S400560X9C20947 - SuperBlade  -
  8780  S400560X9C20948       S400560X9C20948 - SuperBlade  S400560X9C20948 - SuperBlade  -
  8802  MT2116N00025          MT2116N00025 - InfiniBand - SB7800  MT2116N00025 - InfiniBand - SB7800  -
  8803  S400560X9C21351       S400560X9C21351 - SuperBlade  S400560X9C21351 - SuperBlade  -
  8804  S400577X9C23798       dcwipphpc1621              dcwipphpc1621              dcwipphpc1621.edc.nam.gm.com
  8805  S400577X9C20649       dcwipphpc1622              dcwipphpc1622              dcwipphpc1622.edc.nam.gm.com
  8806  S400577X9C20627       dcwipphpc1623              dcwipphpc1623              dcwipphpc1623.edc.nam.gm.com
  8807  S400577X9C20998       dcwipphpc1624              dcwipphpc1624              dcwipphpc1624.edc.nam.gm.com
  8808  S400577X9C23843       dcwipphpc1625              dcwipphpc1625              dcwipphpc1625.edc.nam.gm.com
  8809  S400577X9C22623       dcwipphpc1626              dcwipphpc1626              dcwipphpc1626.edc.nam.gm.com
  8810  S400577X9C20756       dcwipphpc1627              dcwipphpc1627              dcwipphpc1627.edc.nam.gm.com
  8811  S400577X9C22639       dcwipphpc1628              dcwipphpc1628              dcwipphpc1628.edc.nam.gm.com
  8812  S400577X9C23785       dcwipphpc1629              dcwipphpc1629              dcwipphpc1629.edc.nam.gm.com
  8813  S400577X9C22613       dcwipphpc1630              dcwipphpc1630              dcwipphpc1630.edc.nam.gm.com
  8814  S400577X9C21063       dcwipphpc1631              dcwipphpc1631              dcwipphpc1631.edc.nam.gm.com
  8815  S400577X9C21004       dcwipphpc1632              dcwipphpc1632              dcwipphpc1632.edc.nam.gm.com
  8816  S400577X9C22665       dcwipphpc1633              dcwipphpc1633              dcwipphpc1633.edc.nam.gm.com
  8817  S400577X9C23789       dcwipphpc1634              dcwipphpc1634              dcwipphpc1634.edc.nam.gm.com
  8818  S400577X9C23788       dcwipphpc1635              dcwipphpc1635              dcwipphpc1635.edc.nam.gm.com
  8819  S400577X9C23790       dcwipphpc1636              dcwipphpc1636              dcwipphpc1636.edc.nam.gm.com
  8820  S400577X9C20617       dcwipphpc1637              dcwipphpc1637              dcwipphpc1637.edc.nam.gm.com
  8821  S400577X9C20755       dcwipphpc1638              dcwipphpc1638              dcwipphpc1638.edc.nam.gm.com
  8822  S400577X9C23783       dcwipphpc1639              dcwipphpc1639              dcwipphpc1639.edc.nam.gm.com
  8823  S400577X9C21048       dcwipphpc1640              dcwipphpc1640              dcwipphpc1640.edc.nam.gm.com
  8824  S400560X9C21348       S400560X9C21348 - SuperBlade  S400560X9C21348 - SuperBlade  -
  8825  S400577X9C22671       dcwipphpc1641              dcwipphpc1641              dcwipphpc1641.edc.nam.gm.com
  8826  S400577X9C20664       dcwipphpc1642              dcwipphpc1642              dcwipphpc1642.edc.nam.gm.com
  8827  S400577X9C20788       dcwipphpc1643              dcwipphpc1643              dcwipphpc1643.edc.nam.gm.com
  8828  S400577X9C20624       dcwipphpc1644              dcwipphpc1644              dcwipphpc1644.edc.nam.gm.com
  8829  S400577X9C23787       dcwipphpc1645              dcwipphpc1645              dcwipphpc1645.edc.nam.gm.com
  8830  S400577X9C22653       dcwipphpc1646              dcwipphpc1646              dcwipphpc1646.edc.nam.gm.com
  8831  S400577X9C20620       dcwipphpc1647              dcwipphpc1647              dcwipphpc1647.edc.nam.gm.com
  8832  S400577X9C21021       dcwipphpc1648              dcwipphpc1648              dcwipphpc1648.edc.nam.gm.com
  8833  S400577X9C21052       dcwipphpc1649              dcwipphpc1649              dcwipphpc1649.edc.nam.gm.com
  8834  S400577X9C20646       dcwipphpc1650              dcwipphpc1650              dcwipphpc1650.edc.nam.gm.com
  8835  S400577X9C20734       dcwipphpc1651              dcwipphpc1651              dcwipphpc1651.edc.nam.gm.com
  8836  S400577X9C20614       dcwipphpc1652              dcwipphpc1652              dcwipphpc1652.edc.nam.gm.com
  8837  S400577X9C22619       dcwipphpc1653              dcwipphpc1653              dcwipphpc1653.edc.nam.gm.com
  8838  S400577X9C20629       dcwipphpc1654              dcwipphpc1654              dcwipphpc1654.edc.nam.gm.com
  8839  S400577X9C20736       dcwipphpc1655              dcwipphpc1655              dcwipphpc1655.edc.nam.gm.com
  8840  S400577X9C22649       dcwipphpc1656              dcwipphpc1656              dcwipphpc1656.edc.nam.gm.com
  8841  S400577X9C20619       dcwipphpc1657              dcwipphpc1657              dcwipphpc1657.edc.nam.gm.com
  8842  S400577X9C22624       dcwipphpc1658              dcwipphpc1658              dcwipphpc1658.edc.nam.gm.com
  8843  S400577X9C21061       dcwipphpc1659              dcwipphpc1659              dcwipphpc1659.edc.nam.gm.com
  8844  S400577X9C22661       dcwipphpc1660              dcwipphpc1660              dcwipphpc1660.edc.nam.gm.com
  8845  S400560X9C20951       S400560X9C20951 - SuperBlade  S400560X9C20951 - SuperBlade  -
  8846  S400577X9C23799       dcwipphpc1661              dcwipphpc1661              dcwipphpc1661.edc.nam.gm.com
  8847  S400577X9C23784       dcwipphpc1662              dcwipphpc1662              dcwipphpc1662.edc.nam.gm.com
  8848  S400577X9C22632       dcwipphpc1663              dcwipphpc1663              dcwipphpc1663.edc.nam.gm.com
  8849  S400577X9C20632       dcwipphpc1664              dcwipphpc1664              dcwipphpc1664.edc.nam.gm.com
  8850  S400577X9C23844       dcwipphpc1665              dcwipphpc1665              dcwipphpc1665.edc.nam.gm.com
  8851  S400577X9C21026       dcwipphpc1666              dcwipphpc1666              dcwipphpc1666.edc.nam.gm.com
  8852  S391394X9C34101       dcwipphpc1667              dcwipphpc1667              dcwipphpc1667.edc.nam.gm.com
  8853  S400577X9C20618       dcwipphpc1668              dcwipphpc1668              dcwipphpc1668.edc.nam.gm.com
  8854  S400577X9C22629       dcwipphpc1669              dcwipphpc1669              dcwipphpc1669.edc.nam.gm.com
  8855  S400577X9C23801       dcwipphpc1670              dcwipphpc1670              dcwipphpc1670.edc.nam.gm.com
  8856  S400577X9C20644       dcwipphpc1671              dcwipphpc1671              dcwipphpc1671.edc.nam.gm.com
  8857  S400577X9C20648       dcwipphpc1672              dcwipphpc1672              dcwipphpc1672.edc.nam.gm.com
  8858  S400577X9C22622       dcwipphpc1673              dcwipphpc1673              dcwipphpc1673.edc.nam.gm.com
  8859  S400577X9C20694       dcwipphpc1674              dcwipphpc1674              dcwipphpc1674.edc.nam.gm.com
  8860  S400577X9C20652       dcwipphpc1675              dcwipphpc1675              dcwipphpc1675.edc.nam.gm.com
  8861  S400577X9C22663       dcwipphpc1676              dcwipphpc1676              dcwipphpc1676.edc.nam.gm.com
  8862  S400577X9C20642       dcwipphpc1677              dcwipphpc1677              dcwipphpc1677.edc.nam.gm.com
  8863  S400577X9C23838       dcwipphpc1678              dcwipphpc1678              dcwipphpc1678.edc.nam.gm.com
  8864  S400577X9C23841       dcwipphpc1679              dcwipphpc1679              dcwipphpc1679.edc.nam.gm.com
  8865  S400577X9C21057       dcwipphpc1680              dcwipphpc1680              dcwipphpc1680.edc.nam.gm.com
  8866  S400560X9C20954       S400560X9C20954 - SuperBlade  S400560X9C20954 - SuperBlade  -
  8867  S400577X9C21027       dcwipphpc1681              dcwipphpc1681              dcwipphpc1681.edc.nam.gm.com
  8868  S400577X9C20645       dcwipphpc1682              dcwipphpc1682              dcwipphpc1682.edc.nam.gm.com
  8869  S400577X9C20666       dcwipphpc1683              dcwipphpc1683              dcwipphpc1683.edc.nam.gm.com
  8870  S400577X9C22642       dcwipphpc1684              dcwipphpc1684              dcwipphpc1684.edc.nam.gm.com
  8871  S400577X9C23842       dcwipphpc1685              dcwipphpc1685              dcwipphpc1685.edc.nam.gm.com
  8872  S400577X9C20971       dcwipphpc1686              dcwipphpc1686              dcwipphpc1686.edc.nam.gm.com
  8873  S400577X9C23829       dcwipphpc1687              dcwipphpc1687              dcwipphpc1687.edc.nam.gm.com
  8874  S400577X9C20615       dcwipphpc1688              dcwipphpc1688              dcwipphpc1688.edc.nam.gm.com
  8875  S400577X9C22637       dcwipphpc1689              dcwipphpc1689              dcwipphpc1689.edc.nam.gm.com
  8876  S400577X9C22636       dcwipphpc1690              dcwipphpc1690              dcwipphpc1690.edc.nam.gm.com
  8877  S400577X9C22621       dcwipphpc1691              dcwipphpc1691              dcwipphpc1691.edc.nam.gm.com
  8878  S400577X9C20616       dcwipphpc1692              dcwipphpc1692              dcwipphpc1692.edc.nam.gm.com
  8879  S400577X9C22664       dcwipphpc1693              dcwipphpc1693              dcwipphpc1693.edc.nam.gm.com
  8880  S400577X9C21028       dcwipphpc1694              dcwipphpc1694              dcwipphpc1694.edc.nam.gm.com
  8881  S400577X9C23832       dcwipphpc1695              dcwipphpc1695              dcwipphpc1695.edc.nam.gm.com
  8882  S400577X9C20968       dcwipphpc1696              dcwipphpc1696              dcwipphpc1696.edc.nam.gm.com
  8883  S400577X9C22669       dcwipphpc1697              dcwipphpc1697              dcwipphpc1697.edc.nam.gm.com
  8884  S400577X9C21003       dcwipphpc1698              dcwipphpc1698              dcwipphpc1698.edc.nam.gm.com
  8885  S400577X9C20622       dcwipphpc1699              dcwipphpc1699              dcwipphpc1699.edc.nam.gm.com
  8886  S400577X9C21002       dcwipphpc1700              dcwipphpc1700              dcwipphpc1700.edc.nam.gm.com
  8887  S400560X9C20952       S400560X9C20952 - SuperBlade  S400560X9C20952 - SuperBlade  -
  8888  S400577X9C20970       dcwipphpc1701              dcwipphpc1701              dcwipphpc1701.edc.nam.gm.com
  8889  S400577X9C23836       S400577X9C23836 - SuperBlade  S400577X9C23836 - SuperBlade  -
  8890  S400577X9C23786       dcwipphpc1703              dcwipphpc1703              dcwipphpc1703.edc.nam.gm.com
  8891  S400577X9C23840       dcwipphpc1704              dcwipphpc1704              dcwipphpc1704.edc.nam.gm.com
  8892  S400577X9C20669       dcwipphpc1705              dcwipphpc1705              dcwipphpc1705.edc.nam.gm.com
  8893  S400577X9C22668       dcwipphpc1706              dcwipphpc1706              dcwipphpc1706.edc.nam.gm.com
  8894  S400577X9C22635       dcwipphpc1707              dcwipphpc1707              dcwipphpc1707.edc.nam.gm.com
  8895  S400577X9C20720       dcwipphpc1708              dcwipphpc1708              dcwipphpc1708.edc.nam.gm.com
  8896  S400577X9C22670       dcwipphpc1709              dcwipphpc1709              dcwipphpc1709.edc.nam.gm.com
  8897  S400577X9C20987       dcwipphpc1710              dcwipphpc1710              dcwipphpc1710.edc.nam.gm.com
  8898  S400577X9C22666       dcwipphpc1711              dcwipphpc1711              dcwipphpc1711.edc.nam.gm.com
  8899  S400577X9C20612       dcwipphpc1712              dcwipphpc1712              dcwipphpc1712.edc.nam.gm.com
  8900  S400577X9C20965       dcwipphpc1713              dcwipphpc1713              dcwipphpc1713.edc.nam.gm.com
  8901  S400577X9C22628       dcwipphpc1714              dcwipphpc1714              dcwipphpc1714.edc.nam.gm.com
  8902  S400577X9C22672       dcwipphpc1715              dcwipphpc1715              dcwipphpc1715.edc.nam.gm.com
  8903  S400577X9C20732       dcwipphpc1716              dcwipphpc1716              dcwipphpc1716.edc.nam.gm.com
  8904  S400577X9C22638       dcwipphpc1717              dcwipphpc1717              dcwipphpc1717.edc.nam.gm.com
  8905  S400577X9C22627       dcwipphpc1718              dcwipphpc1718              dcwipphpc1718.edc.nam.gm.com
  8906  S400577X9C21076       dcwipphpc1719              dcwipphpc1719              dcwipphpc1719.edc.nam.gm.com
  8907  S400577X9C22654       dcwipphpc1720              dcwipphpc1720              dcwipphpc1720.edc.nam.gm.com
  8909  F1016CTH110TR06C009_1  F1016CTH110TR06C009_1 - 7990XE EDR - Disk Expansion  F1016CTH110TR06C009_1 - 7990XE EDR - Disk Expansion  -
  8910  F1016CTH110TR06C009   dcwippfsfa001              dcwippfsfa001              dcwippfsfa001.edc.nam.gm.com
  8911  F1016CTH110TR06C023_1  F1016CTH110TR06C023_1 - 7990XE EDR - Disk Expansion  F1016CTH110TR06C023_1 - 7990XE EDR - Disk Expansion  -
  8912  F1016CTH110TR06C023   dcwippfsfa006              dcwippfsfa006              dcwippfsfa006.edc.nam.gm.com
  8926  F1016CTH110TR074024   dcwippfsfa007              dcwippfsfa007              dcwippfsfa007.edc.nam.gm.com
  8927  F1016CTH110TR074024_1  F1016CTH110TR074024_1 - 7990XE EDR - Disk Expansion  F1016CTH110TR074024_1 - 7990XE EDR - Disk Expansion  -
  8928  F1016CTH110TR06C004   dcwippfsfa010              dcwippfsfa010              dcwippfsfa010.edc.nam.gm.com
  8929  F1016CTH110TR06C004_1  F1016CTH110TR06C004_1 - 7990XE EDR - Disk Expansion  F1016CTH110TR06C004_1 - 7990XE EDR - Disk Expansion  -
  8945  MT2019X01496          MT2019X01496 - SwitchX-2 Series  MT2019X01496 - SwitchX-2 Series  -
  8946  40P0J63               40P0J63 - PowerEdge Enclosure - C6400  40P0J63 - PowerEdge Enclosure - C6400  -
  8951  40KZH63               40KZH63 - PowerEdge Enclosure - C6400  40KZH63 - PowerEdge Enclosure - C6400  -
  8956  40K0J63               40K0J63 - PowerEdge Enclosure - C6400  40K0J63 - PowerEdge Enclosure - C6400  -
  8961  7R9ZH63               7R9ZH63 - PowerEdge Enclosure - C6400  7R9ZH63 - PowerEdge Enclosure - C6400  -
  8966  7KLVH63               7KLVH63 - PowerEdge Enclosure - C6400  7KLVH63 - PowerEdge Enclosure - C6400  -
  8971  MT2033T02074          MT2033T02074 - Quantum     MT2033T02074 - Quantum     -
  8972  40K7673               40K7673 - PowerEdge Enclosure - C6400  40K7673 - PowerEdge Enclosure - C6400  -
  8977  7KLB673               7KLB673 - PowerEdge Enclosure - C6400  7KLB673 - PowerEdge Enclosure - C6400  -
  8982  7KK9673               7KK9673 - PowerEdge Enclosure - C6400  7KK9673 - PowerEdge Enclosure - C6400  -
  8987  7KL1J63               7KL1J63 - PowerEdge Enclosure - C6400  7KL1J63 - PowerEdge Enclosure - C6400  -
  8992  40K8673               40K8673 - PowerEdge Enclosure - C6400  40K8673 - PowerEdge Enclosure - C6400  -
  8998  FQ3FH63               FQ3FH63 - PowerEdge Server  FQ3FH63 - PowerEdge Server  -
  8999  7K18673               7K18673 - PowerEdge Enclosure - C6400  7K18673 - PowerEdge Enclosure - C6400  -
  9004  40K9673               40K9673 - PowerEdge Enclosure - C6400  40K9673 - PowerEdge Enclosure - C6400  -
  9009  MT2033T02062          MT2033T02062 - Quantum     MT2033T02062 - Quantum     -
  9010  40KXH63               40KXH63 - PowerEdge Enclosure - C6400  40KXH63 - PowerEdge Enclosure - C6400  -
  9015  7K1WH63               7K1WH63 - PowerEdge Enclosure - C6400  7K1WH63 - PowerEdge Enclosure - C6400  -
  9020  7K19673               7K19673 - PowerEdge Enclosure - C6400  7K19673 - PowerEdge Enclosure - C6400  -
  9025  40NZH63               40NZH63 - PowerEdge Enclosure - C6400  40NZH63 - PowerEdge Enclosure - C6400  -
  9030  7L08673               7L08673 - PowerEdge Enclosure - C6400  7L08673 - PowerEdge Enclosure - C6400  -
  9035  7R8XH63               7R8XH63 - PowerEdge Enclosure - C6400  7R8XH63 - PowerEdge Enclosure - C6400  -
  9040  7QQ9673               7QQ9673 - PowerEdge Enclosure - C6400  7QQ9673 - PowerEdge Enclosure - C6400  -
  9045  7QQB673               7QQB673 - PowerEdge Enclosure - C6400  7QQB673 - PowerEdge Enclosure - C6400  -
  9050  MT2026X11010          MT2026X11010 - SwitchX-2 Series  MT2026X11010 - SwitchX-2 Series  -
  9051  MT2034X27224          MT2034X27224 - InfiniBand - MQM8700  MT2034X27224 - InfiniBand - MQM8700  -
  9052  7QR7673               7QR7673 - PowerEdge Enclosure - C6400  7QR7673 - PowerEdge Enclosure - C6400  -
  9057  40LYH63               40LYH63 - PowerEdge Enclosure - C6400  40LYH63 - PowerEdge Enclosure - C6400  -
  9062  40LXH63               40LXH63 - PowerEdge Enclosure - C6400  40LXH63 - PowerEdge Enclosure - C6400  -
  9067  7K21J63               7K21J63 - PowerEdge Enclosure - C6400  7K21J63 - PowerEdge Enclosure - C6400  -
  9072  40LWH63               40LWH63 - PowerEdge Enclosure - C6400  40LWH63 - PowerEdge Enclosure - C6400  -
